ID,text,raw_text,label,raw_label
2508,show me a sam wood and victor|fleming film,show me a sam wood and victor|fleming film,0000000000000100000000000000000000000000000000,movie.directed_by
2509,did teddy lee do a lot of movies,did teddy lee do a lot of movies,0000000000000100000000000000000000000000000000,movie.directed_by
2510,what are the movies by director tom|cruise,what are the movies by director tom|cruise,0000000000000100000000000000000000000000000000,movie.directed_by
2511,what movies has tom|cruise directed,what movies has tom|cruise directed,0000000000000100000000000000000000000000000000,movie.directed_by
2512,show me the movies directed by trivikram,show me the movies directed by trivikram,0000000000000100000000000000000000000000000000,movie.directed_by
2513,show movies directed by the|zucker|brothers,show movies directed by the|zucker|brothers,0000000000000100000000000000000000000000000000,movie.directed_by
2514,find anime films from japan,find anime films from japan,0000000000010001000000000000000000000000000000,movie.country movie.genre
2515,find some detective movies,find some detective movies,0000000000000001000000000000000000000000000000,movie.genre
2516,find some historical romance movies,find some historical romance movies,0000000000000001000000000000000000000000000000,movie.genre
2517,show all sy fi movies for twenty twelve,show all sy fi movies for twenty twelve,0000000000000001010000000000000000000000000000,movie.genre movie.initial_release_date
2518,what was the highest-grossing woody|allen movie ever,what was the highest-grossing woody|allen movie ever,0000000010000100100000000000000000000000000000,movie.directed_by movie.gross_revenue gr.amount
2519,all movies that made above seven point five million dollars,all movies that made above seven point five million dollars,0000000010000000100000000000000000000000000000,movie.gross_revenue gr.amount
2520,what movie made over forty million,what movie made over forty million,0000000010000000100000000000000000000000000000,movie.gross_revenue gr.amount
2521,show me movies that made more than ten million,show me movies that made more than ten million,0000000010000000100000000000000000000000000000,movie.gross_revenue gr.amount
2522,i'd like to see the film that made over twenty million dollars,i'd like to see the film that made over twenty million dollars,0000000010000000100000000000000000000000000000,movie.gross_revenue gr.amount
2523,can you find|me only movies that grossed three million or more,can you find|me only movies that grossed three million or more,0000000010000000100000000000000000000000000000,movie.gross_revenue gr.amount
2524,what movies where released in aug of twenty eleven,what movies where released in aug of twenty eleven,0000000000000000010000000000000000000000000000,movie.initial_release_date
2525,search for eighties movies,search for eighties movies,0000000000000000010000000000000000000000000000,movie.initial_release_date
2526,what is the release date for the|movie|heroine,what is the release date for the|movie|heroine,0000000000000000010000000000000000000000000000,movie.initial_release_date
2527,what movies were released nine fourteen twelve,what movies were released nine fourteen twelve,0000000000000000010000000000000000000000000000,movie.initial_release_date
2528,where can i find a list of movies released nine fourteen twenty twelve,where can i find a list of movies released nine fourteen twenty twelve,0000000000000000010000000000000000000000000000,movie.initial_release_date
2529,i want you to pull up movies from nine fourteen,i want you to pull up movies from nine fourteen,0000000000000000010000000000000000000000000000,movie.initial_release_date
2530,what movies were released on nine twenty one twelve,what movies were released on nine twenty one twelve,0000000000000000010000000000000000000000000000,movie.initial_release_date
2531,show me movies from the nineteen fifties,show me movies from the nineteen fifties,0000000000000000010000000000000000000000000000,movie.initial_release_date
2532,search nineteen ninety 's movies,search nineteen ninety 's movies,0000000000000000010000000000000000000000000000,movie.initial_release_date
2533,show me films that came out in september of this year,show me films that came out in september of this year,0000000000000000010000000000000000000000000000,movie.initial_release_date
2534,movies in september twenty twelve,movies in september twenty twelve,0000000000000000010000000000000000000000000000,movie.initial_release_date
2535,movies released in september twenty twelve,movies released in september twenty twelve,0000000000000000010000000000000000000000000000,movie.initial_release_date
2536,what are some new movie releases for september twenty twelve,what are some new movie releases for september twenty twelve,0000000000000000010000000000000000000000000000,movie.initial_release_date
2537,get a list of movies released in september,get a list of movies released in september,0000000000000000010000000000000000000000000000,movie.initial_release_date
2538,show me movies coming|out in september,show me movies coming|out in september,0000000000000000010000000000000000000000000000,movie.initial_release_date
2539,show me movies released in september,show me movies released in september,0000000000000000010000000000000000000000000000,movie.initial_release_date
2540,what movies came out in september,what movies came out in september,0000000000000000010000000000000000000000000000,movie.initial_release_date
2541,what movies were released in september,what movies were released in september,0000000000000000010000000000000000000000000000,movie.initial_release_date
2542,find movies released in september,find movies released in september,0000000000000000010000000000000000000000000000,movie.initial_release_date
2543,show me movies from the sixties,show me movies from the sixties,0000000000000000010000000000000000000000000000,movie.initial_release_date
2544,what twenty twelve movies were rated pg,what twenty twelve movies were rated pg,0000000000000000010000001000000000000000000000,movie.rating movie.initial_release_date
2545,give me a list of twenty twelve rated r movies,give me a list of twenty twelve rated r movies,0000000000000000010000001000000000000000000000,movie.rating movie.initial_release_date
2546,twenty twelve twentieth|century fox movies,twenty twelve twentieth|century fox movies,0000000000000000010000010000000000000000000000,movie.production_companies movie.initial_release_date
2547,search twenty twelve movies,search twenty twelve movies,0000000000000000010000000000000000000000000000,movie.initial_release_date
2548,i want a danish language speaking film,i want a danish language speaking film,0000000000000000001000000000000000000000000000,movie.language
2549,are there any danish language films around,are there any danish language films around,0000000000000000001000000000000000000000000000,movie.language
2550,movies in dutch,movies in dutch,0000000000000000001000000000000000000000000000,movie.language
2551,showcase all movies in 2012 that are in french,showcase all movies in 2012 that are in french,0000000000000000011000000000000000000000000000,movie.language movie.initial_release_date
2552,movies in french,movies in french,0000000000000000001000000000000000000000000000,movie.language
2553,display a list of 2012 movies in german,display a list of 2012 movies in german,0000000000000000011000000000000000000000000000,movie.language movie.initial_release_date
2554,show me a hindi action movie,show me a hindi action movie,0000000000000001001000000000000000000000000000,movie.language movie.genre
2555,show me the latest movies in malayalam,show me the latest movies in malayalam,0000000000000000011000000000000000000000000000,movie.language movie.initial_release_date
2556,what movies are their in portuguese,what movies are their in portuguese,0000000000000000001000000000000000000000000000,movie.language
2557,see movies in punjabi,see movies in punjabi,0000000000000000001000000000000000000000000000,movie.language
2558,search for movies in canada with james|brown,search for movies in canada with james|brown,0000000000000000000100000000001000000000000000,movie.locations movie.starring.actor
2559,i want movies in france,i want movies in france,0000000000000000000100000000000000000000000000,movie.locations
2560,movies from paris,movies from paris,0000000000000000000100000000000000000000000000,movie.locations
2561,show me movies from paris,show me movies from paris,0000000000000000000100000000000000000000000000,movie.locations
2562,movies for twenty twelve based in spain,movies for twenty twelve based in spain,0000000000000000010100000000000000000000000000,movie.locations movie.initial_release_date
2563,look for movies acted in spain,look for movies acted in spain,0000000000000000000100000000000000000000000000,movie.locations
2564,search movies acted in spain,search movies acted in spain,0000000000000000000100000000000000000000000000,movie.locations
2565,search movies acted in sweden,search movies acted in sweden,0000000000000000000100000000000000000000000000,movie.locations
2566,i want to see a list of all movies in the usa,i want to see a list of all movies in the usa,0000000000000000000100000000000000000000000000,movie.locations
2567,show me movies in the usa,show me movies in the usa,0000000000000000000100000000000000000000000000,movie.locations
2568,what are the movies that alfred ruddy produced,what are the movies that alfred ruddy produced,0000000000000000000000100000000000000000000000,movie.produced_by
2569,get movie information for lionsgate,get movie information for lionsgate,0000000000000000000000100000000000000000000000,movie.produced_by
2570,what movies did disney produce in 1998,what movies did disney produce in 1998,0000000000000000010000010000000000000000000000,movie.production_companies movie.initial_release_date
2571,find dreamworks movies from twenty ten,find dreamworks movies from twenty ten,0000000000000000010000010000000000000000000000,movie.production_companies movie.initial_release_date
2572,lionsgate movies for twenty thirteen,lionsgate movies for twenty thirteen,0000000000000000010000010000000000000000000000,movie.production_companies movie.initial_release_date
2573,show me all recent pg movies by paramount,show me all recent pg movies by paramount,0000000000000000010000011000000000000000000000,movie.production_companies movie.initial_release_date movie.rating
2574,find films made by the company searchlight|films,find films made by the company searchlight|films,0000000000000000000000010000000000000000000000,movie.production_companies
2575,show me the movies rating a,show me the movies rating a,0000000000000000000000001000000000000000000000,movie.rating
2576,find all movies rated g in the last year,find all movies rated g in the last year,0000000000000000010000001000000000000000000000,movie.rating movie.initial_release_date
2577,show all movies made in twenty eleven with g rating,show all movies made in twenty eleven with g rating,0000000000000000010000001000000000000000000000,movie.rating movie.initial_release_date
2578,show nc seventeen movies for twenty eleven,show nc seventeen movies for twenty eleven,0000000000000000010000001000000000000000000000,movie.rating movie.initial_release_date
2579,find sports movies rated pg,find sports movies rated pg,0000000000000000000000001000000010000000000000,movie.rating movie.subjects
2580,list all movies rated pg and pg-13 released in 2009,list all movies rated pg and pg-13 released in 2009,0000000000000000010000001000000000000000000000,movie.rating movie.initial_release_date
2581,show all r movies for twenty eleven,show all r movies for twenty eleven,0000000000000000010000001000000000000000000000,movie.rating movie.initial_release_date
2582,what r -rated movies were released in twenty twelve,what r -rated movies were released in twenty twelve,0000000000000000010000001000000000000000000000,movie.rating movie.initial_release_date
2583,find detective movies rated r,find detective movies rated r,0000000000000000000000001000000010000000000000,movie.rating movie.subjects
2584,what movies are safe for a young child to watch,what movies are safe for a young child to watch,0000000000000000000000001000000000000000000000,movie.rating
2585,show me brittney murphey movies,show me brittney murphey movies,0000000000000000000000000000001000000000000000,movie.starring.actor
2586,get me movies with chloe sevigny,get me movies with chloe sevigny,0000000000000000000000000000001000000000000000,movie.starring.actor
2587,show me all movies hillary duff has been in,show me all movies hillary duff has been in,0000000000000000000000000000001000000000000000,movie.starring.actor
2588,list only jason|statham movies,list only jason|statham movies,0000000000000000000000000000001000000000000000,movie.starring.actor
2589,what movies did kelly|brooke do,what movies did kelly|brooke do,0000000000000000000000000000001000000000000000,movie.starring.actor
2590,what movies did meryl|streep make in 2010,what movies did meryl|streep make in 2010,0000000000000000010000000000001000000000000000,movie.starring.actor movie.initial_release_date
2591,show me the movies acted by namitha,show me the movies acted by namitha,0000000000000000000000000000001000000000000000,movie.starring.actor
2592,find movies with von|sudow,find movies with von|sudow,0000000000000000000000000000001000000000000000,movie.starring.actor
2593,search for films with von|sudow,search for films with von|sudow,0000000000000000000000000000001000000000000000,movie.starring.actor
2594,i would like to know in detail about the film career of indian actor dilip|kumar,i would like to know in detail about the film career of indian actor dilip|kumar,0010000000000000000000000000001000000000000000,movie.starring.actor actor.nationality
2595,show me movies that jennifer|grey starred in from nineteen eighty seven,show me movies that jennifer|grey starred in from nineteen eighty seven,0000000000000000010000000000001000000000000000,movie.starring.actor movie.initial_release_date
2596,what movie had katie|holmes and scott|wolf in it,what movie had katie|holmes and scott|wolf in it,0000000000000000000000000000001000000000000000,movie.starring.actor
2597,what is the movie with patrick|swayze and jennifer|grey,what is the movie with patrick|swayze and jennifer|grey,0000000000000000000000000000001000000000000000,movie.starring.actor
2598,find a movie about apartheid,find a movie about apartheid,0000000000000000000000000000000010000000000000,movie.subjects
2599,show me some movies about apartheid,show me some movies about apartheid,0000000000000000000000000000000010000000000000,movie.subjects
2600,i want to see a movie about armstrong siddly,i want to see a movie about armstrong siddly,0000000000000000000000000000000010000000000000,movie.subjects
2601,what movies are filmed about asia,what movies are filmed about asia,0000000000000000000000000000000010000000000000,movie.subjects
2602,show all movies about britian,show all movies about britian,0000000000000000000000000000000010000000000000,movie.subjects
2603,show me movies involving car chases,show me movies involving car chases,0000000000000000000000000000000010000000000000,movie.subjects
2604,do you have any movies about cars,do you have any movies about cars,0000000000000000000000000000000010000000000000,movie.subjects
2605,i want to see films involving cars,i want to see films involving cars,0000000000000000000000000000000010000000000000,movie.subjects
2606,i want to see movies about cars,i want to see movies about cars,0000000000000000000000000000000010000000000000,movie.subjects
2607,movies about cars,movies about cars,0000000000000000000000000000000010000000000000,movie.subjects
2608,find movies about church,find movies about church,0000000000000000000000000000000010000000000000,movie.subjects
2609,classic car movies,classic car movies,0000000000000000000000000000000010000000000000,movie.subjects
2610,show classic car movies,show classic car movies,0000000000000000000000000000000010000000000000,movie.subjects
2611,show me movies about classic cars,show me movies about classic cars,0000000000000000000000000000000010000000000000,movie.subjects
2612,what movies have classic cars in them,what movies have classic cars in them,0000000000000000000000000000000010000000000000,movie.subjects
2613,find movies about classic cars,find movies about classic cars,0000000000000000000000000000000010000000000000,movie.subjects
2614,movies about classic cars,movies about classic cars,0000000000000000000000000000000010000000000000,movie.subjects
2615,movies about computers,movies about computers,0000000000000000000000000000000010000000000000,movie.subjects
2616,show me all movies from 2000 about dogs,show me all movies from 2000 about dogs,0000000000000000010000000000000010000000000000,movie.subjects movie.initial_release_date
2617,what foreign film involves dragons,what foreign film involves dragons,0000000000010000000000000000000010000000000000,movie.country movie.subjects
2618,what is the latest movie out about esp,what is the latest movie out about esp,0000000000000000010000000000000010000000000000,movie.initial_release_date movie.subjects
2619,i am really interested in esp and would like to see a movie,i am really interested in esp and would like to see a movie,0000000000000000000000000000000010000000000000,movie.subjects
2620,i would love to see a movie about esp,i would love to see a movie about esp,0000000000000000000000000000000010000000000000,movie.subjects
2621,i wonder if there are any movies out about esp,i wonder if there are any movies out about esp,0000000000000000000000000000000010000000000000,movie.subjects
2622,what movies were released in 2012 about ice skating,what movies were released in 2012 about ice skating,0000000000000000010000000000000010000000000000,movie.subjects movie.initial_release_date
2623,list films concerning the country of france,list films concerning the country of france,0000000000000000000000000000000010000000000000,movie.subjects
2624,show me movies about france,show me movies about france,0000000000000000000000000000000010000000000000,movie.subjects
2625,display movies concerning france,display movies concerning france,0000000000000000000000000000000010000000000000,movie.subjects
2626,list movies filmed on france,list movies filmed on france,0000000000000000000000000000000010000000000000,movie.subjects
2627,display french culture films,display french culture films,0000000000000000000000000000000010000000000000,movie.subjects
2628,find movies about gardening and lawn care,find movies about gardening and lawn care,0000000000000000000000000000000010000000000000,movie.subjects
2629,gardening movies,gardening movies,0000000000000000000000000000000010000000000000,movie.subjects
2630,i would like to know names of some movies related with gardening,i would like to know names of some movies related with gardening,0000000000000000000000000000000010000000000000,movie.subjects
2631,results for gardening movies,results for gardening movies,0000000000000000000000000000000010000000000000,movie.subjects
2632,i want to see movies about gardening,i want to see movies about gardening,0000000000000000000000000000000010000000000000,movie.subjects
2633,show me movies about gardening,show me movies about gardening,0000000000000000000000000000000010000000000000,movie.subjects
2634,show me movies on gardening,show me movies on gardening,0000000000000000000000000000000010000000000000,movie.subjects
2635,show movies on gardening,show movies on gardening,0000000000000000000000000000000010000000000000,movie.subjects
2636,movies about gardens,movies about gardens,0000000000000000000000000000000010000000000000,movie.subjects
2637,search for movies about hair,search for movies about hair,0000000000000000000000000000000010000000000000,movie.subjects
2638,find movies about haunting,find movies about haunting,0000000000000000000000000000000010000000000000,movie.subjects
2639,show me movies that talk about healthy eating,show me movies that talk about healthy eating,0000000000000000000000000000000010000000000000,movie.subjects
2640,give me a list of movies that discuss healthy eating,give me a list of movies that discuss healthy eating,0000000000000000000000000000000010000000000000,movie.subjects
2641,give me a list of movies the deal with the topic of healthy eating,give me a list of movies the deal with the topic of healthy eating,0000000000000000000000000000000010000000000000,movie.subjects
2642,the movie that has a kid who ages into a man,the movie that has a kid who ages into a man,0000000000000000000000000000000010000000000000,movie.subjects
2643,titles of movies about libraries,titles of movies about libraries,0000000000000000000000000000000010000000000000,movie.subjects
2644,make a list of movies about libraries,make a list of movies about libraries,0000000000000000000000000000000010000000000000,movie.subjects
2645,list movies about libraries,list movies about libraries,0000000000000000000000000000000010000000000000,movie.subjects
2646,search movies about the october revolution,search movies about the october revolution,0000000000000000000000000000000010000000000000,movie.subjects
2647,period movies,period movies,0000000000000000000000000000000010000000000000,movie.subjects
2648,search for movies about preschool boys,search for movies about preschool boys,0000000000000000000000000000000010000000000000,movie.subjects
2649,race car movies,race car movies,0000000000000000000000000000000010000000000000,movie.subjects
2650,show me a list of some movies on religious issues,show me a list of some movies on religious issues,0000000000000000000000000000000010000000000000,movie.subjects
2651,best space movie,best space movie,0000000000000000000000000000000010000000000000,movie.subjects
2652,space movies,space movies,0000000000000000000000000000000010000000000000,movie.subjects
2653,list some sports movies,list some sports movies,0000000000000000000000000000000010000000000000,movie.subjects
2654,show me movies about the future,show me movies about the future,0000000000000000000000000000000010000000000000,movie.subjects
2655,movies about the president,movies about the president,0000000000000000000000000000000010000000000000,movie.subjects
2656,are there any movies that have tips about gardening in them,are there any movies that have tips about gardening in them,0000000000000000000000000000000010000000000000,movie.subjects
2657,list of movies about unsolved crimes,list of movies about unsolved crimes,0000000000000000000000000000000010000000000000,movie.subjects
2658,find movies about us government,find movies about us government,0000000000000000000000000000000010000000000000,movie.subjects
2659,find war movies rated r,find war movies rated r,0000000000000000000000001000000010000000000000,movie.rating movie.subjects
2660,what zombie movies are scheduled for release in twenty thirteen,what zombie movies are scheduled for release in twenty thirteen,0000000000000000010000000000000010000000000000,movie.subjects movie.initial_release_date
2661,display movies on gardening,display movies on gardening,0000000000000000000000000000000010000000000000,movie.subjects
2662,show all movies with america in title,show all movies with america in title,1000000000000000000000000000000000000000000000,NO_REL
2663,pull up films with flowers in the title,pull up films with flowers in the title,1000000000000000000000000000000000000000000000,NO_REL
2664,show me movies about gardening,show me movies about gardening,0000000000000000000000000000000010000000000000,movie.subjects
2665,where can i find the movie amelie in french,where can i find the movie amelie in french,0000000000000000001000000000000000000000000000,movie.language
2666,did tom|hanks act in and produce apollo|13,did tom|hanks act in and produce apollo|13,0000000000000000000000100000001000000000000000,movie.starring.actor movie.produced_by
2667,show me belle the movie is it in spanish,show me belle the movie is it in spanish,0000000000000000001000000000000000000000000000,movie.language
2668,search for despicable|me in italian,search for despicable|me in italian,0000000000000000001000000000000000000000000000,movie.language
2669,is et in french,is et in french,0000000000000000001000000000000000000000000000,movie.language
2670,looking for et in french,looking for et in french,0000000000000000001000000000000000000000000000,movie.language
2671,show movie evil goes global on oh nine fourteen twelve,show movie evil goes global on oh nine fourteen twelve,0000000000000000010000000000000000000000000000,movie.initial_release_date
2672,get finding|nemo twenty oh three,get finding|nemo twenty oh three,0000000000000000010000000000000000000000000000,movie.initial_release_date
2673,where can i find the movie garayh in punjabi,where can i find the movie garayh in punjabi,0000000000000000001000000000000000000000000000,movie.language
2674,did albert|ruddy produce all of the godfather movies,did albert|ruddy produce all of the godfather movies,0000000000000000000000100000000000000000000000,movie.produced_by
2675,is this movie german,is this movie german,0000000000010000000000000000000000000000000000,movie.country
2676,is this movie directed by a norwegian,is this movie directed by a norwegian,0000000100000100000000000000000000000000000000,movie.directed_by director.nationality
2677,is this movie scary,is this movie scary,0000000000000001000000000000000000000000000000,movie.genre
2678,are there any recent versions of gone|with|the|wind,are there any recent versions of gone|with|the|wind,0000000000000000010000000000000000000000000000,movie.initial_release_date
2679,is this movie in french,is this movie in french,0000000000000000001000000000000000000000000000,movie.language
2680,is this movie in punjaki,is this movie in punjaki,0000000000000000001000000000000000000000000000,movie.language
2681,is this movie in turkish language,is this movie in turkish language,0000000000000000001000000000000000000000000000,movie.language
2682,was this movie filmed in china,was this movie filmed in china,0000000000000000000100000000000000000000000000,movie.locations
2683,sergio|leone good bad and ugly,sergio|leone good bad and ugly,0000000000000100000000000000000000000000000000,movie.directed_by
2684,find goodfellas in german,find goodfellas in german,0000000000000000001000000000000000000000000000,movie.language
2685,is a|hard|day|s|night a documentary,is a|hard|day|s|night a documentary,0000000000000001000000000000000000000000000000,movie.genre
2686,was the|movie|heroine released in september of twenty twelve,was the|movie|heroine released in september of twenty twelve,0000000000000000010000000000000000000000000000,movie.initial_release_date
2687,can i have hotel|transylvania three d,can i have hotel|transylvania three d,1000000000000000000000000000000000000000000000,NO_REL
2688,house to akrend street,house to akrend street,1000000000000000000000000000000000000000000000,NO_REL
2689,show me the movie lionsgate,show me the movie lionsgate,1000000000000000000000000000000000000000000000,NO_REL
2690,download mission impossible in spanish,download mission impossible in spanish,0000000000000000001000000000000000000000000000,movie.language
2691,i want to see mission impossible in spanish,i want to see mission impossible in spanish,0000000000000000001000000000000000000000000000,movie.language
2692,please show mission impossible in spanish,please show mission impossible in spanish,0000000000000000001000000000000000000000000000,movie.language
2693,show me mission impossible in spanish,show me mission impossible in spanish,0000000000000000001000000000000000000000000000,movie.language
2694,show mission impossible in spanish please,show mission impossible in spanish please,0000000000000000001000000000000000000000000000,movie.language
2695,list movie omg on oh nine twenty eight twenty twelve,list movie omg on oh nine twenty eight twenty twelve,0000000000000000010000000000000000000000000000,movie.initial_release_date
2696,find pirates of the caribean in french,find pirates of the caribean in french,0000000000000000001000000000000000000000000000,movie.language
2697,is a seperation in french,is a seperation in french,0000000000000000001000000000000000000000000000,movie.language
2698,smurfs for the kids,smurfs for the kids,0000000000000000000000001000000000000000000000,movie.rating
2699,is there a sound of music two,is there a sound of music two,1000000000000000000000000000000000000000000000,NO_REL
2700,find|me information about the first star|wars,find|me information about the first star|wars,0000000000000000010000000000000000000000000000,movie.initial_release_date
2701,is the nineteen seventieseven starwars movie rated pg,is the nineteen seventieseven starwars movie rated pg,0000000000000000010000001000000000000000000000,movie.rating movie.initial_release_date
2702,show star|wars movie,show star|wars movie,1000000000000000000000000000000000000000000000,NO_REL
2703,show star|wars movie list,show star|wars movie list,1000000000000000000000000000000000000000000000,NO_REL
2704,will's in the hitch,will's in the hitch,0000000000000000000000000000001000000000000000,movie.starring.actor
2705,search for the|hunger|games in korean,search for the|hunger|games in korean,0000000000000000001000000000000000000000000000,movie.language
2706,rated pg lion|king info,rated pg lion|king info,0000000000000000000000001000000000000000000000,movie.rating
2707,is toy|story family friendly,is toy|story family friendly,0000000000000000000000001000000000000000000000,movie.rating
2708,search for information about american|movies,search for information about american|movies,0000000000010000000000000000000000000000000000,movie.country
2709,show all horror movies that me out in twenty twelve,show all horror movies that me out in twenty twelve,0000000000000001010000000000000000000000000000,movie.genre movie.initial_release_date
2710,where can i find information about movies released nine fourteen twenty twelve,where can i find information about movies released nine fourteen twenty twelve,0000000000000000010000000000000000000000000000,movie.initial_release_date
2711,show me information about movies from liongate,show me information about movies from liongate,0000000000000000000000010000000000000000000000,movie.production_companies
2712,search disney pictures,search disney pictures,1000000000000000000000000000000000000000000000,NO_REL
2713,alberts bio,alberts bio,1000000000000000000000000000000000000000000000,NO_REL
2714,alberts family,alberts family,1000000000000000000000000000000000000000000000,NO_REL
2715,show british actor jason stathon,show british actor jason stathon,0000000000000000000000000000000000000000010000,person.nationality
2716,arabic actors,arabic actors,0000000000000000000000000000000000000001000000,person.country
2717,give me a list of irish actors,give me a list of irish actors,0000000000000000000000000000000000000000010000,person.nationality
2718,name of company produced forrest|gump,name of company produced forrest|gump,0000000000000000000000010000000000000000000000,movie.production_companies
2719,find the producer of a|mom|for|christmas,find the producer of a|mom|for|christmas,0000000000000000000000100000000000000000000000,movie.produced_by
2720,production company for amityville horror,production company for amityville horror,0000000000000000000000010000000000000000000000,movie.production_companies
2721,who produced the antwon fisher stoy,who produced the antwon fisher stoy,0000000000000000000000100000000000000000000000,movie.produced_by
2722,who produced the movie caddy|shack,who produced the movie caddy|shack,0000000000000000000000100000000000000000000000,movie.produced_by
2723,find the producer of lord|of|the|flys,find the producer of lord|of|the|flys,0000000000000000000000100000000000000000000000,movie.produced_by
2724,who produced mirror by tarkovsky,who produced mirror by tarkovsky,0000000000000100000000100000000000000000000000,movie.directed_by movie.produced_by
2725,do you know who produced star|wars,do you know who produced star|wars,0000000000000000000000100000000000000000000000,movie.produced_by
2726,i need to know who produced star|wars,i need to know who produced star|wars,0000000000000000000000100000000000000000000000,movie.produced_by
2727,who produced star|wars,who produced star|wars,0000000000000000000000100000000000000000000000,movie.produced_by
2728,who produced star|wars,who produced star|wars,0000000000000000000000100000000000000000000000,movie.produced_by
2729,name of company that produced the|great|debaters,name of company that produced the|great|debaters,0000000000000000000000010000000000000000000000,movie.production_companies
2730,what studio produced lord|of|the|rings,what studio produced lord|of|the|rings,0000000000000000000000010000000000000000000000,movie.production_companies
2731,think|like|a|man the movie which company produce,think|like|a|man the movie which company produce,0000000000000000000000010000000000000000000000,movie.production_companies
2732,find period productions,find period productions,1000000000000000000000000000000000000000000000,NO_REL
2733,what movie rating is the anchorman,what movie rating is the anchorman,0000000000000000000000001000000000000000000000,movie.rating
2734,is house|at|the|end|of|the|street' ok for my six year old,is house|at|the|end|of|the|street' ok for my six year old,0000000000000000000000001000000000000000000000,movie.rating
2735,what is the rating for marley|and|me,what is the rating for marley|and|me,0000000000000000000000001000000000000000000000,movie.rating
2736,show me the movie rating for resident|evil:|retribution,show me the movie rating for resident|evil:|retribution,0000000000000000000000001000000000000000000000,movie.rating
2737,what ages is wall-e good for,what ages is wall-e good for,0000000000000000000000001000000000000000000000,movie.rating
2738,how much money did bananas make,how much money did bananas make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2739,how much revenue did bananas make,how much revenue did bananas make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2740,what was the total gross for the movie bananas,what was the total gross for the movie bananas,0000000000000000100000000000000000000000000000,movie.gross_revenue
2741,what was the revenue from beaches,what was the revenue from beaches,0000000000000000100000000000000000000000000000,movie.gross_revenue
2742,find the revenue of big,find the revenue of big,0000000000000000100000000000000000000000000000,movie.gross_revenue
2743,find the revenue of black|beauty,find the revenue of black|beauty,0000000000000000100000000000000000000000000000,movie.gross_revenue
2744,how much money did black|swan bring,how much money did black|swan bring,0000000000000000100000000000000000000000000000,movie.gross_revenue
2745,what was black|swan's revenue,what was black|swan's revenue,0000000000000000100000000000000000000000000000,movie.gross_revenue
2746,how much revenue did bourne identity make,how much revenue did bourne identity make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2747,revenue for breaking|dawn,revenue for breaking|dawn,0000000000000000100000000000000000000000000000,movie.gross_revenue
2748,how much did dark night make at the box office,how much did dark night make at the box office,0000000000000000100000000000000000000000000000,movie.gross_revenue
2749,show me the revenue created by dragon war,show me the revenue created by dragon war,0000000000000000100000000000000000000000000000,movie.gross_revenue
2750,end|of|watch gross,end|of|watch gross,0000000000000000100000000000000000000000000000,movie.gross_revenue
2751,how much did end|of|watch make in the box office,how much did end|of|watch make in the box office,0000000000000000100000000000000000000000000000,movie.gross_revenue
2752,how much money did end|of|watch make in theaters,how much money did end|of|watch make in theaters,0000000000000000100000000000000000000000000000,movie.gross_revenue
2753,what is the revenue for fast and the furious,what is the revenue for fast and the furious,0000000000000000100000000000000000000000000000,movie.gross_revenue
2754,how much revenue did finding|nemo 3d make,how much revenue did finding|nemo 3d make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2755,look for revenue from freedom|writers,look for revenue from freedom|writers,0000000000000000100000000000000000000000000000,movie.gross_revenue
2756,show me the revenue created by ghost|rider spirit of vengeance,show me the revenue created by ghost|rider spirit of vengeance,0000000000000000100000000000000000000000000000,movie.gross_revenue
2757,total revenue for ghostbusters,total revenue for ghostbusters,0000000000000000100000000000000000000000000000,movie.gross_revenue
2758,can you tell me the amount of money this movie made,can you tell me the amount of money this movie made,0000000000000000100000000000000000000000000000,movie.gross_revenue
2759,how much did this movie earn,how much did this movie earn,0000000000000000100000000000000000000000000000,movie.gross_revenue
2760,how much did this movie make,how much did this movie make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2761,how much did this movie make,how much did this movie make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2762,how much money did this movie accumalate,how much money did this movie accumalate,0000000000000000100000000000000000000000000000,movie.gross_revenue
2763,how much did movie make,how much did movie make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2764,what was revenue made from the movie great debaters,what was revenue made from the movie great debaters,0000000000000000100000000000000000000000000000,movie.gross_revenue
2765,how much did harry|potter and the sorcerer's stone make,how much did harry|potter and the sorcerer's stone make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2766,how much did hitch gross,how much did hitch gross,0000000000000000100000000000000000000000000000,movie.gross_revenue
2767,how much money did hitch make,how much money did hitch make,0000000000000000100000000000000000000000000000,movie.gross_revenue
2768,what was the box office gross in hitch,what was the box office gross in hitch,0000000000000000100000000000000000000000000000,movie.gross_revenue
2769,hotel translyvania box office numbers,hotel translyvania box office numbers,0000000000000000100000000000000000000000000000,movie.gross_revenue
2770,how much did hotel|transylvania gross,how much did hotel|transylvania gross,0000000000000000100000000000000000000000000000,movie.gross_revenue
2771,how much did hotel|transylvania make in the box office,how much did hotel|transylvania make in the box office,0000000000000000100000000000000000000000000000,movie.gross_revenue
